rank,sequence,airport_A,airport_B,cascade_probability,risk_level
2900,BDL → DFW → GUC,BDL,GUC,0.2617,NORMAL
2901,OKC → DFW → GSO,OKC,GSO,0.2617,NORMAL
2902,MSO → DFW → PWM,MSO,PWM,0.2617,NORMAL
2903,VPS → DFW → LBB,VPS,LBB,0.2617,NORMAL
2904,JAC → DFW → RSW,JAC,RSW,0.2617,NORMAL
2905,PDX → DFW → LIT,PDX,LIT,0.2617,NORMAL
2906,AMA → DFW → SEA,AMA,SEA,0.2617,NORMAL
2907,AMA → DFW → MCO,AMA,MCO,0.2617,NORMAL
2908,BZN → DFW → BOS,BZN,BOS,0.2617,NORMAL
2909,OMA → DFW → TPA,OMA,TPA,0.2616,NORMAL
2910,MYR → DFW → SAV,MYR,SAV,0.2616,NORMAL
2911,EGE → DFW → BWI,EGE,BWI,0.2616,NORMAL
2912,RDM → DFW → BWI,RDM,BWI,0.2616,NORMAL
2913,BZN → DFW → LAX,BZN,LAX,0.2616,NORMAL
2914,MSN → DFW → TUL,MSN,TUL,0.2616,NORMAL
2915,EGE → DFW → ANC,EGE,ANC,0.2616,NORMAL
2916,GSP → DFW → ATL,GSP,ATL,0.2616,NORMAL
2917,EUG → DFW → CHS,EUG,CHS,0.2615,NORMAL
2918,LGA → DFW → MFE,LGA,MFE,0.2615,NORMAL
2919,BZN → DFW → BWI,BZN,BWI,0.2615,NORMAL
2920,MSN → DFW → GSP,MSN,GSP,0.2615,NORMAL
2921,SBP → DFW → LGA,SBP,LGA,0.2615,NORMAL
2922,ICT → DFW → DCA,ICT,DCA,0.2615,NORMAL
2923,JFK → DFW → TUL,JFK,TUL,0.2614,NORMAL
2924,AVL → DFW → CLT,AVL,CLT,0.2614,NORMAL
2925,EUG → DFW → TVC,EUG,TVC,0.2614,NORMAL
2926,CHS → DFW → HNL,CHS,HNL,0.2614,NORMAL
2927,GSO → DFW → MSY,GSO,MSY,0.2614,NORMAL
2928,SBP → DFW → DEN,SBP,DEN,0.2614,NORMAL
2929,VPS → DFW → STS,VPS,STS,0.2614,NORMAL
2930,SLC → DFW → SJU,SLC,SJU,0.2614,NORMAL
2931,AMA → DFW → SLC,AMA,SLC,0.2614,NORMAL
2932,SBP → DFW → DCA,SBP,DCA,0.2614,NORMAL
2933,MCO → DFW → BWI,MCO,BWI,0.2613,NORMAL
2934,EUG → DFW → ONT,EUG,ONT,0.2613,NORMAL
2935,MEM → DFW → DSM,MEM,DSM,0.2613,NORMAL
2936,HDN → DFW → RDU,HDN,RDU,0.2613,NORMAL
2937,BUF → DFW → ECP,BUF,ECP,0.2612,NORMAL
2938,TVC → DFW → LEX,TVC,LEX,0.2612,NORMAL
2939,KOA → DFW → RIC,KOA,RIC,0.2612,NORMAL
2940,ICT → DFW → GRR,ICT,GRR,0.2612,NORMAL
2941,GRR → DFW → LGA,GRR,LGA,0.2612,NORMAL
2942,MYR → DFW → TUL,MYR,TUL,0.2612,NORMAL
2943,CLT → DFW → IND,CLT,IND,0.2611,NORMAL
2944,GSP → DFW → IAD,GSP,IAD,0.2611,NORMAL
2945,SMF → DFW → RSW,SMF,RSW,0.2611,NORMAL
2946,RSW → DFW → LGA,RSW,LGA,0.2611,NORMAL
2947,MIA → DFW → IAD,MIA,IAD,0.2611,NORMAL
2948,OMA → DFW → JAX,OMA,JAX,0.2611,NORMAL
2949,TUL → DFW → MDT,TUL,MDT,0.2611,NORMAL
2950,RSW → DFW → DCA,RSW,DCA,0.2611,NORMAL
2951,SDF → DFW → PHX,SDF,PHX,0.261,NORMAL
2952,BZN → DFW → ELP,BZN,ELP,0.261,NORMAL
2953,CHS → DFW → DEN,CHS,DEN,0.261,NORMAL
2954,KOA → DFW → ORD,KOA,ORD,0.261,NORMAL
2955,DSM → DFW → MCO,DSM,MCO,0.2609,NORMAL
2956,RIC → DFW → PHX,RIC,PHX,0.2609,NORMAL
2957,SAV → DFW → OMA,SAV,OMA,0.2609,NORMAL
2958,SAN → DFW → OKC,SAN,OKC,0.2609,NORMAL
2959,CMH → DFW → BUR,CMH,BUR,0.2609,NORMAL
2960,RNO → DFW → OKC,RNO,OKC,0.2608,NORMAL
2961,AMA → DFW → BUR,AMA,BUR,0.2608,NORMAL
2962,CMH → DFW → BHM,CMH,BHM,0.2608,NORMAL
2963,SMF → DFW → LGA,SMF,LGA,0.2608,NORMAL
2964,LEX → DFW → MFE,LEX,MFE,0.2608,NORMAL
2965,LEX → DFW → BUR,LEX,BUR,0.2608,NORMAL
2966,LGA → DFW → FLL,LGA,FLL,0.2608,NORMAL
2967,VPS → DFW → JAC,VPS,JAC,0.2608,NORMAL
2968,MSO → DFW → DTW,MSO,DTW,0.2608,NORMAL
2969,PBI → DFW → BWI,PBI,BWI,0.2608,NORMAL
2970,LGA → DFW → SBP,LGA,SBP,0.2608,NORMAL
2971,OMA → DFW → EUG,OMA,EUG,0.2607,NORMAL
2972,TUS → DFW → OKC,TUS,OKC,0.2607,NORMAL
2973,AVL → DFW → BOS,AVL,BOS,0.2607,NORMAL
2974,ICT → DFW → DEN,ICT,DEN,0.2606,NORMAL
2975,STT → DFW → EWR,STT,EWR,0.2606,NORMAL
2976,ORD → DFW → DAB,ORD,DAB,0.2606,NORMAL
2977,GRR → DFW → AUS,GRR,AUS,0.2606,NORMAL
2978,AGS → DFW → GUC,AGS,GUC,0.2606,NORMAL
2979,MRY → DFW → DCA,MRY,DCA,0.2606,NORMAL
2980,GRR → DFW → BUR,GRR,BUR,0.2606,NORMAL
2981,JFK → DFW → DAB,JFK,DAB,0.2606,NORMAL
2982,SRQ → DFW → SMF,SRQ,SMF,0.2605,NORMAL
2983,VPS → DFW → AVL,VPS,AVL,0.2605,NORMAL
2984,IAD → DFW → HNL,IAD,HNL,0.2605,NORMAL
2985,DSM → DFW → SLC,DSM,SLC,0.2605,NORMAL
2986,DTW → DFW → SDF,DTW,SDF,0.2604,NORMAL
2987,LEX → DFW → LAX,LEX,LAX,0.2604,NORMAL
2988,PHL → DFW → JFK,PHL,JFK,0.2604,NORMAL
2989,HDN → DFW → FLL,HDN,FLL,0.2604,NORMAL
2990,LIT → DFW → MSN,LIT,MSN,0.2604,NORMAL
2991,CLT → DFW → DAB,CLT,DAB,0.2603,NORMAL
2992,CLT → DFW → DCA,CLT,DCA,0.2603,NORMAL
2993,BDL → DFW → OKC,BDL,OKC,0.2603,NORMAL
2994,SEA → DFW → ORD,SEA,ORD,0.2603,NORMAL
2995,CHS → DFW → BOS,CHS,BOS,0.2603,NORMAL
2996,BNA → DFW → RIC,BNA,RIC,0.2603,NORMAL
2997,STL → DFW → DTW,STL,DTW,0.2603,NORMAL
2998,EYW → DFW → KOA,EYW,KOA,0.2603,NORMAL
2999,ALB → DFW → DSM,ALB,DSM,0.2602,NORMAL
3000,ATL → DFW → MIA,ATL,MIA,0.2602,NORMAL
3001,SDF → DFW → EYW,SDF,EYW,0.2602,NORMAL
3002,PDX → DFW → EWR,PDX,EWR,0.2602,NORMAL
3003,EGE → DFW → DTW,EGE,DTW,0.2602,NORMAL
3004,FLL → DFW → RIC,FLL,RIC,0.2602,NORMAL
3005,ORD → DFW → OMA,ORD,OMA,0.2602,NORMAL
3006,AMA → DFW → DCA,AMA,DCA,0.2602,NORMAL
3007,GRR → DFW → DCA,GRR,DCA,0.2602,NORMAL
3008,DSM → DFW → SAT,DSM,SAT,0.2601,NORMAL
3009,OMA → DFW → MCI,OMA,MCI,0.2601,NORMAL
3010,LIT → DFW → BUR,LIT,BUR,0.2601,NORMAL
3011,LGA → DFW → SDF,LGA,SDF,0.2601,NORMAL
3012,SRQ → DFW → STS,SRQ,STS,0.2601,NORMAL
3013,DTW → DFW → IAH,DTW,IAH,0.2601,NORMAL
3014,AGS → DFW → LAX,AGS,LAX,0.26,NORMAL
3015,MSO → DFW → TUL,MSO,TUL,0.26,NORMAL
3016,RNO → DFW → GUC,RNO,GUC,0.26,NORMAL
3017,STT → DFW → ALB,STT,ALB,0.26,NORMAL
3018,KOA → DFW → ICT,KOA,ICT,0.26,NORMAL
3019,HDN → DFW → DRO,HDN,DRO,0.26,NORMAL
3020,ICT → DFW → MCO,ICT,MCO,0.2599,NORMAL
3021,IND → DFW → SFO,IND,SFO,0.2599,NORMAL
3022,IAD → DFW → MCO,IAD,MCO,0.2599,NORMAL
3023,MCI → DFW → SFO,MCI,SFO,0.2599,NORMAL
3024,CLE → DFW → SYR,CLE,SYR,0.2599,NORMAL
3025,SMF → DFW → LAX,SMF,LAX,0.2599,NORMAL
3026,JFK → DFW → MCO,JFK,MCO,0.2598,NORMAL
3027,RIC → DFW → JAX,RIC,JAX,0.2598,NORMAL
3028,DCA → DFW → SLC,DCA,SLC,0.2598,NORMAL
3029,SMF → DFW → BOS,SMF,BOS,0.2598,NORMAL
3030,AGS → DFW → MFE,AGS,MFE,0.2597,NORMAL
3031,SEA → DFW → AMA,SEA,AMA,0.2597,NORMAL
3032,ALB → DFW → EWR,ALB,EWR,0.2597,NORMAL
3033,OMA → DFW → SDF,OMA,SDF,0.2597,NORMAL
3034,SBA → DFW → IAD,SBA,IAD,0.2597,NORMAL
3035,IAD → DFW → TPA,IAD,TPA,0.2596,NORMAL
3036,EGE → DFW → OMA,EGE,OMA,0.2596,NORMAL
3037,TPA → DFW → FSD,TPA,FSD,0.2596,NORMAL
3038,ILM → DFW → RIC,ILM,RIC,0.2596,NORMAL
3039,GSO → DFW → IAH,GSO,IAH,0.2596,NORMAL
3040,AMA → DFW → TPA,AMA,TPA,0.2596,NORMAL
3041,DCA → DFW → BUR,DCA,BUR,0.2596,NORMAL
3042,DAB → DFW → RIC,DAB,RIC,0.2595,NORMAL
3043,MSY → DFW → BWI,MSY,BWI,0.2595,NORMAL
3044,DAB → DFW → BWI,DAB,BWI,0.2595,NORMAL
3045,STL → DFW → CAE,STL,CAE,0.2595,NORMAL
3046,MEM → DFW → CID,MEM,CID,0.2595,NORMAL
3047,MYR → DFW → BOS,MYR,BOS,0.2595,NORMAL
3048,SMF → DFW → BHM,SMF,BHM,0.2595,NORMAL
3049,CMH → DFW → IAH,CMH,IAH,0.2595,NORMAL
3050,SAN → DFW → IAH,SAN,IAH,0.2595,NORMAL
3051,MCI → DFW → BHM,MCI,BHM,0.2594,NORMAL
3052,BWI → DFW → PWM,BWI,PWM,0.2594,NORMAL
3053,VPS → DFW → PHL,VPS,PHL,0.2594,NORMAL
3054,DSM → DFW → SYR,DSM,SYR,0.2593,NORMAL
3055,HSV → DFW → MSY,HSV,MSY,0.2593,NORMAL
3056,SEA → DFW → MIA,SEA,MIA,0.2593,NORMAL
3057,CID → DFW → PHX,CID,PHX,0.2593,NORMAL
3058,DTW → DFW → MEM,DTW,MEM,0.2593,NORMAL
3059,ONT → DFW → CID,ONT,CID,0.2593,NORMAL
3060,CHS → DFW → BHM,CHS,BHM,0.2593,NORMAL
3061,IAH → DFW → MKE,IAH,MKE,0.2593,NORMAL
3062,COS → DFW → CID,COS,CID,0.2593,NORMAL
3063,EWR → DFW → PHX,EWR,PHX,0.2592,NORMAL
3064,CID → DFW → ALB,CID,ALB,0.2592,NORMAL
3065,SAV → DFW → LEX,SAV,LEX,0.2592,NORMAL
3066,ANC → DFW → CID,ANC,CID,0.2592,NORMAL
3067,LAX → DFW → BWI,LAX,BWI,0.2592,NORMAL
3068,LAX → DFW → DEN,LAX,DEN,0.2592,NORMAL
3069,DSM → DFW → MCI,DSM,MCI,0.2592,NORMAL
3070,MRY → DFW → CMH,MRY,CMH,0.2592,NORMAL
3071,ATL → DFW → SLC,ATL,SLC,0.2592,NORMAL
3072,MCO → DFW → RSW,MCO,RSW,0.2591,NORMAL
3073,STT → DFW → PBI,STT,PBI,0.2591,NORMAL
3074,ELP → DFW → GUC,ELP,GUC,0.2591,NORMAL
3075,VPS → DFW → MSY,VPS,MSY,0.2591,NORMAL
3076,RNO → DFW → SJU,RNO,SJU,0.2591,NORMAL
3077,CVG → DFW → BWI,CVG,BWI,0.2591,NORMAL
3078,LAX → DFW → EUG,LAX,EUG,0.2591,NORMAL
3079,LGA → DFW → CLE,LGA,CLE,0.259,NORMAL
3080,DRO → DFW → ICT,DRO,ICT,0.259,NORMAL
3081,DSM → DFW → SAN,DSM,SAN,0.259,NORMAL
3082,EGE → DFW → AVL,EGE,AVL,0.259,NORMAL
3083,JAC → DFW → RIC,JAC,RIC,0.259,NORMAL
3084,MSO → DFW → MCO,MSO,MCO,0.259,NORMAL
3085,SDF → DFW → ORF,SDF,ORF,0.259,NORMAL
3086,VPS → DFW → SFO,VPS,SFO,0.259,NORMAL
3087,LGA → DFW → AGS,LGA,AGS,0.259,NORMAL
3088,ICT → DFW → IAH,ICT,IAH,0.259,NORMAL
3089,CMH → DFW → MDT,CMH,MDT,0.2589,NORMAL
3090,COS → DFW → MDT,COS,MDT,0.2589,NORMAL
3091,CLE → DFW → MKE,CLE,MKE,0.2589,NORMAL
3092,SBA → DFW → MDT,SBA,MDT,0.2589,NORMAL
3093,MCI → DFW → SLC,MCI,SLC,0.2589,NORMAL
3094,ONT → DFW → SLC,ONT,SLC,0.2589,NORMAL
3095,EGE → DFW → ATL,EGE,ATL,0.2589,NORMAL
3096,SRQ → DFW → LBB,SRQ,LBB,0.2589,NORMAL
3097,JAC → DFW → CHS,JAC,CHS,0.2588,NORMAL
3098,VPS → DFW → MCO,VPS,MCO,0.2588,NORMAL
3099,SRQ → DFW → BNA,SRQ,BNA,0.2588,NORMAL
3100,OMA → DFW → PHL,OMA,PHL,0.2587,NORMAL
3101,EYW → DFW → PIT,EYW,PIT,0.2587,NORMAL
3102,BOS → DFW → OKC,BOS,OKC,0.2587,NORMAL
3103,FLL → DFW → CAE,FLL,CAE,0.2587,NORMAL
3104,ELP → DFW → ICT,ELP,ICT,0.2587,NORMAL
3105,HSV → DFW → EYW,HSV,EYW,0.2587,NORMAL
3106,MRY → DFW → CHS,MRY,CHS,0.2587,NORMAL
3107,IAH → DFW → MDT,IAH,MDT,0.2587,NORMAL
3108,TUS → DFW → VPS,TUS,VPS,0.2587,NORMAL
3109,PHX → DFW → LIT,PHX,LIT,0.2587,NORMAL
3110,EWR → DFW → SNA,EWR,SNA,0.2586,NORMAL
3111,MYR → DFW → MFE,MYR,MFE,0.2586,NORMAL
3112,BWI → DFW → LAS,BWI,LAS,0.2586,NORMAL
3113,VPS → DFW → BOS,VPS,BOS,0.2586,NORMAL
3114,ICT → DFW → LAX,ICT,LAX,0.2586,NORMAL
3115,CLT → DFW → VPS,CLT,VPS,0.2586,NORMAL
3116,MKE → DFW → ATL,MKE,ATL,0.2586,NORMAL
3117,OMA → DFW → SAN,OMA,SAN,0.2586,NORMAL
3118,SMF → DFW → SAV,SMF,SAV,0.2586,NORMAL
3119,EGE → DFW → JAX,EGE,JAX,0.2586,NORMAL
3120,EGE → DFW → DSM,EGE,DSM,0.2585,NORMAL
3121,GSO → DFW → CAE,GSO,CAE,0.2585,NORMAL
3122,OMA → DFW → FSD,OMA,FSD,0.2585,NORMAL
3123,EUG → DFW → SAT,EUG,SAT,0.2585,NORMAL
3124,EGE → DFW → SFO,EGE,SFO,0.2584,NORMAL
3125,CHS → DFW → DCA,CHS,DCA,0.2584,NORMAL
3126,SBA → DFW → LAS,SBA,LAS,0.2584,NORMAL
3127,EUG → DFW → ATL,EUG,ATL,0.2584,NORMAL
3128,MIA → DFW → ECP,MIA,ECP,0.2584,NORMAL
3129,DSM → DFW → ONT,DSM,ONT,0.2583,NORMAL
3130,STS → DFW → IAH,STS,IAH,0.2583,NORMAL
3131,GSP → DFW → MSN,GSP,MSN,0.2583,NORMAL
3132,PHX → DFW → DSM,PHX,DSM,0.2583,NORMAL
3133,HSV → DFW → AUS,HSV,AUS,0.2582,NORMAL
3134,SRQ → DFW → AMA,SRQ,AMA,0.2582,NORMAL
3135,BNA → DFW → MSN,BNA,MSN,0.2582,NORMAL
3136,CLE → DFW → SJU,CLE,SJU,0.2582,NORMAL
3137,TUL → DFW → JFK,TUL,JFK,0.2582,NORMAL
3138,TUS → DFW → CAE,TUS,CAE,0.2582,NORMAL
3139,ABQ → DFW → SLC,ABQ,SLC,0.2582,NORMAL
3140,CVG → DFW → DCA,CVG,DCA,0.2582,NORMAL
3141,GRR → DFW → MEM,GRR,MEM,0.2581,NORMAL
3142,EUG → DFW → ICT,EUG,ICT,0.2581,NORMAL
3143,MSN → DFW → DCA,MSN,DCA,0.2581,NORMAL
3144,AUS → DFW → JAX,AUS,JAX,0.2581,NORMAL
3145,STT → DFW → BHM,STT,BHM,0.2581,NORMAL
3146,DEN → DFW → IAH,DEN,IAH,0.2581,NORMAL
3147,IAD → DFW → BOS,IAD,BOS,0.258,NORMAL
3148,IAD → DFW → JFK,IAD,JFK,0.258,NORMAL
3149,LEX → DFW → SAT,LEX,SAT,0.258,NORMAL
3150,SAV → DFW → JFK,SAV,JFK,0.258,NORMAL
3151,HNL → DFW → GUC,HNL,GUC,0.258,NORMAL
3152,SLC → DFW → SNA,SLC,SNA,0.258,NORMAL
3153,IAD → DFW → MEM,IAD,MEM,0.258,NORMAL
3154,ABQ → DFW → SFO,ABQ,SFO,0.258,NORMAL
3155,MDT → DFW → DTW,MDT,DTW,0.2579,NORMAL
3156,JAC → DFW → ECP,JAC,ECP,0.2579,NORMAL
3157,STS → DFW → LIT,STS,LIT,0.2579,NORMAL
3158,SLC → DFW → BDL,SLC,BDL,0.2579,NORMAL
3159,CLE → DFW → FLL,CLE,FLL,0.2579,NORMAL
3160,KOA → DFW → TPA,KOA,TPA,0.2579,NORMAL
3161,RSW → DFW → SJC,RSW,SJC,0.2578,NORMAL
3162,SDF → DFW → BUF,SDF,BUF,0.2578,NORMAL
3163,RSW → DFW → AVL,RSW,AVL,0.2578,NORMAL
3164,EYW → DFW → FCA,EYW,FCA,0.2578,NORMAL
3165,HDN → DFW → AGS,HDN,AGS,0.2578,NORMAL
3166,MEM → DFW → SJU,MEM,SJU,0.2578,NORMAL
3167,BUF → DFW → SAN,BUF,SAN,0.2578,NORMAL
3168,STT → DFW → IAD,STT,IAD,0.2577,NORMAL
3169,JAC → DFW → BOS,JAC,BOS,0.2577,NORMAL
3170,RDM → DFW → ICT,RDM,ICT,0.2577,NORMAL
3171,SAT → DFW → CLE,SAT,CLE,0.2577,NORMAL
3172,HSV → DFW → BWI,HSV,BWI,0.2577,NORMAL
3173,GSO → DFW → ONT,GSO,ONT,0.2577,NORMAL
3174,BWI → DFW → ABQ,BWI,ABQ,0.2577,NORMAL
3175,PNS → DFW → LAX,PNS,LAX,0.2576,NORMAL
3176,HSV → DFW → EWR,HSV,EWR,0.2576,NORMAL
3177,GRR → DFW → DEN,GRR,DEN,0.2576,NORMAL
3178,SBP → DFW → BWI,SBP,BWI,0.2576,NORMAL
3179,MSY → DFW → MIA,MSY,MIA,0.2576,NORMAL
3180,IAD → DFW → LEX,IAD,LEX,0.2576,NORMAL
3181,OMA → DFW → BWI,OMA,BWI,0.2576,NORMAL
3182,ICT → DFW → SJU,ICT,SJU,0.2576,NORMAL
3183,SLC → DFW → FSD,SLC,FSD,0.2576,NORMAL
3184,ABQ → DFW → LIT,ABQ,LIT,0.2576,NORMAL
3185,CAE → DFW → ONT,CAE,ONT,0.2576,NORMAL
3186,MYR → DFW → DCA,MYR,DCA,0.2576,NORMAL
3187,FSD → DFW → FLL,FSD,FLL,0.2576,NORMAL
3188,GRR → DFW → DSM,GRR,DSM,0.2575,NORMAL
3189,LAX → DFW → DTW,LAX,DTW,0.2575,NORMAL
3190,JFK → DFW → DCA,JFK,DCA,0.2575,NORMAL
3191,ATL → DFW → OKC,ATL,OKC,0.2575,NORMAL
3192,DTW → DFW → LAS,DTW,LAS,0.2575,NORMAL
3193,LGA → DFW → CHS,LGA,CHS,0.2575,NORMAL
3194,BUF → DFW → IAD,BUF,IAD,0.2575,NORMAL
3195,MSN → DFW → BOS,MSN,BOS,0.2574,NORMAL
3196,SAV → DFW → LAX,SAV,LAX,0.2574,NORMAL
3197,JFK → DFW → ABQ,JFK,ABQ,0.2574,NORMAL
3198,MSY → DFW → MDT,MSY,MDT,0.2574,NORMAL
3199,ICT → DFW → SAN,ICT,SAN,0.2574,NORMAL
3200,FLL → DFW → BHM,FLL,BHM,0.2574,NORMAL
3201,BHM → DFW → AVL,BHM,AVL,0.2573,NORMAL
3202,SRQ → DFW → CLT,SRQ,CLT,0.2573,NORMAL
3203,DSM → DFW → DCA,DSM,DCA,0.2573,NORMAL
3204,LGA → DFW → XNA,LGA,XNA,0.2573,NORMAL
3205,DEN → DFW → SJU,DEN,SJU,0.2573,NORMAL
3206,JAC → DFW → DRO,JAC,DRO,0.2573,NORMAL
3207,BFL → DFW → GUC,BFL,GUC,0.2573,NORMAL
3208,LGA → DFW → STT,LGA,STT,0.2572,NORMAL
3209,MSN → DFW → AMA,MSN,AMA,0.2572,NORMAL
3210,IAD → DFW → BUR,IAD,BUR,0.2572,NORMAL
3211,SBA → DFW → BWI,SBA,BWI,0.2572,NORMAL
3212,EUG → DFW → SFO,EUG,SFO,0.2572,NORMAL
3213,SBP → DFW → SJU,SBP,SJU,0.2572,NORMAL
3214,PSP → DFW → IAD,PSP,IAD,0.2572,NORMAL
3215,CHS → DFW → PHX,CHS,PHX,0.2572,NORMAL
3216,BHM → DFW → XNA,BHM,XNA,0.2571,NORMAL
3217,MFE → DFW → RSW,MFE,RSW,0.2571,NORMAL
3218,DAB → DFW → ONT,DAB,ONT,0.2571,NORMAL
3219,JAC → DFW → BNA,JAC,BNA,0.2571,NORMAL
3220,DEN → DFW → MSY,DEN,MSY,0.2571,NORMAL
3221,GSP → DFW → SAN,GSP,SAN,0.2571,NORMAL
3222,ICT → DFW → MEM,ICT,MEM,0.2571,NORMAL
3223,TUS → DFW → LIT,TUS,LIT,0.2571,NORMAL
3224,PNS → DFW → EUG,PNS,EUG,0.2571,NORMAL
3225,DEN → DFW → AMA,DEN,AMA,0.257,NORMAL
3226,LAX → DFW → MSO,LAX,MSO,0.257,NORMAL
3227,TUS → DFW → ATL,TUS,ATL,0.257,NORMAL
3228,SBP → DFW → BUR,SBP,BUR,0.257,NORMAL
3229,XNA → DFW → CLT,XNA,CLT,0.257,NORMAL
3230,MSO → DFW → SNA,MSO,SNA,0.257,NORMAL
3231,SBA → DFW → RIC,SBA,RIC,0.257,NORMAL
3232,TVC → DFW → LBB,TVC,LBB,0.257,NORMAL
3233,DCA → DFW → FLL,DCA,FLL,0.257,NORMAL
3234,EGE → DFW → COS,EGE,COS,0.257,NORMAL
3235,LAX → DFW → ANC,LAX,ANC,0.257,NORMAL
3236,DTW → DFW → MKE,DTW,MKE,0.2569,NORMAL
3237,BUF → DFW → BWI,BUF,BWI,0.2569,NORMAL
3238,IAD → DFW → COS,IAD,COS,0.2569,NORMAL
3239,CVG → DFW → BUR,CVG,BUR,0.2569,NORMAL
3240,SDF → DFW → LGA,SDF,LGA,0.2569,NORMAL
3241,SRQ → DFW → PBI,SRQ,PBI,0.2569,NORMAL
3242,AMA → DFW → CLT,AMA,CLT,0.2569,NORMAL
3243,TVC → DFW → MSO,TVC,MSO,0.2569,NORMAL
3244,RDM → DFW → GRR,RDM,GRR,0.2569,NORMAL
3245,AMA → DFW → BWI,AMA,BWI,0.2569,NORMAL
3246,STL → DFW → BUF,STL,BUF,0.2568,NORMAL
3247,STT → DFW → MCO,STT,MCO,0.2568,NORMAL
3248,RDM → DFW → TUL,RDM,TUL,0.2568,NORMAL
3249,BNA → DFW → OKC,BNA,OKC,0.2568,NORMAL
3250,JFK → DFW → STL,JFK,STL,0.2568,NORMAL
3251,SAV → DFW → ELP,SAV,ELP,0.2568,NORMAL
3252,AGS → DFW → SYR,AGS,SYR,0.2567,NORMAL
3253,SBA → DFW → LAX,SBA,LAX,0.2567,NORMAL
3254,HNL → DFW → IAH,HNL,IAH,0.2566,NORMAL
3255,OMA → DFW → TVC,OMA,TVC,0.2566,NORMAL
3256,SMF → DFW → MSP,SMF,MSP,0.2566,NORMAL
3257,MSP → DFW → SFO,MSP,SFO,0.2566,NORMAL
3258,CLT → DFW → BOS,CLT,BOS,0.2566,NORMAL
3259,SDF → DFW → CLT,SDF,CLT,0.2566,NORMAL
3260,BNA → DFW → HNL,BNA,HNL,0.2566,NORMAL
3261,HSV → DFW → ABQ,HSV,ABQ,0.2566,NORMAL
3262,BZN → DFW → DAB,BZN,DAB,0.2566,NORMAL
3263,DAB → DFW → MFE,DAB,MFE,0.2566,NORMAL
3264,GSP → DFW → MEM,GSP,MEM,0.2566,NORMAL
3265,EGE → DFW → OGG,EGE,OGG,0.2565,NORMAL
3266,CMH → DFW → EYW,CMH,EYW,0.2565,NORMAL
3267,BHM → DFW → SDF,BHM,SDF,0.2565,NORMAL
3268,BHM → DFW → DCA,BHM,DCA,0.2565,NORMAL
3269,JAC → DFW → ONT,JAC,ONT,0.2565,NORMAL
3270,ILM → DFW → LGA,ILM,LGA,0.2565,NORMAL
3271,RSW → DFW → OKC,RSW,OKC,0.2565,NORMAL
3272,JAC → DFW → JAX,JAC,JAX,0.2565,NORMAL
3273,ORD → DFW → MIA,ORD,MIA,0.2565,NORMAL
3274,CAE → DFW → TUL,CAE,TUL,0.2565,NORMAL
3275,SYR → DFW → MSN,SYR,MSN,0.2564,NORMAL
3276,ORF → DFW → ELP,ORF,ELP,0.2564,NORMAL
3277,BUF → DFW → SFO,BUF,SFO,0.2564,NORMAL
3278,STS → DFW → SFO,STS,SFO,0.2564,NORMAL
3279,EYW → DFW → ABQ,EYW,ABQ,0.2563,NORMAL
3280,EGE → DFW → RSW,EGE,RSW,0.2563,NORMAL
3281,PNS → DFW → MCO,PNS,MCO,0.2563,NORMAL
3282,MDT → DFW → HNL,MDT,HNL,0.2563,NORMAL
3283,MKE → DFW → RIC,MKE,RIC,0.2563,NORMAL
3284,SBP → DFW → ECP,SBP,ECP,0.2563,NORMAL
3285,TYS → DFW → SYR,TYS,SYR,0.2562,NORMAL
3286,CLT → DFW → PBI,CLT,PBI,0.2562,NORMAL
3287,ORD → DFW → BUR,ORD,BUR,0.2562,NORMAL
3288,COS → DFW → IAD,COS,IAD,0.2562,NORMAL
3289,GSP → DFW → DCA,GSP,DCA,0.2562,NORMAL
3290,STL → DFW → SLC,STL,SLC,0.2562,NORMAL
3291,MCI → DFW → RIC,MCI,RIC,0.2562,NORMAL
3292,RDU → DFW → MCO,RDU,MCO,0.2562,NORMAL
3293,MSO → DFW → SYR,MSO,SYR,0.2561,NORMAL
3294,EGE → DFW → RIC,EGE,RIC,0.2561,NORMAL
3295,CLT → DFW → BUF,CLT,BUF,0.2561,NORMAL
3296,LAX → DFW → IAH,LAX,IAH,0.2561,NORMAL
3297,HSV → DFW → MSN,HSV,MSN,0.2561,NORMAL
3298,DSM → DFW → LAX,DSM,LAX,0.2561,NORMAL
3299,BZN → DFW → LBB,BZN,LBB,0.2561,NORMAL
3300,EWR → DFW → HSV,EWR,HSV,0.2561,NORMAL
3301,RNO → DFW → TUL,RNO,TUL,0.2561,NORMAL
3302,FAT → DFW → IND,FAT,IND,0.2561,NORMAL
3303,PDX → DFW → MSY,PDX,MSY,0.2561,NORMAL
3304,AUS → DFW → DCA,AUS,DCA,0.256,NORMAL
3305,DSM → DFW → DAB,DSM,DAB,0.256,NORMAL
3306,TYS → DFW → IAH,TYS,IAH,0.256,NORMAL
3307,SYR → DFW → MCO,SYR,MCO,0.256,NORMAL
3308,PHX → DFW → SFO,PHX,SFO,0.256,NORMAL
3309,DCA → DFW → TPA,DCA,TPA,0.256,NORMAL
3310,DEN → DFW → SAT,DEN,SAT,0.2559,NORMAL
3311,SRQ → DFW → TVC,SRQ,TVC,0.2559,NORMAL
3312,DTW → DFW → BUR,DTW,BUR,0.2559,NORMAL
