rank,sequence,airport_A,airport_B,cascade_probability,risk_level
420,JFK → DFW → MIA,JFK,MIA,0.3578,ELEVATED
421,DTW → DFW → LIT,DTW,LIT,0.3577,ELEVATED
422,ALB → DFW → SAV,ALB,SAV,0.3576,ELEVATED
423,GSO → DFW → RSW,GSO,RSW,0.3575,ELEVATED
424,BZN → DFW → JFK,BZN,JFK,0.3574,ELEVATED
425,RSW → DFW → BHM,RSW,BHM,0.3572,ELEVATED
426,DEN → DFW → GUC,DEN,GUC,0.3569,ELEVATED
427,SAT → DFW → MDT,SAT,MDT,0.3568,ELEVATED
428,MKE → DFW → EWR,MKE,EWR,0.3567,ELEVATED
429,ALB → DFW → LIT,ALB,LIT,0.3565,ELEVATED
430,GSO → DFW → OKC,GSO,OKC,0.3565,ELEVATED
431,TPA → DFW → ORD,TPA,ORD,0.3563,ELEVATED
432,BHM → DFW → BUF,BHM,BUF,0.3562,ELEVATED
433,FSD → DFW → LIT,FSD,LIT,0.3561,ELEVATED
434,SRQ → DFW → HNL,SRQ,HNL,0.3554,ELEVATED
435,FSD → DFW → SFO,FSD,SFO,0.3553,ELEVATED
436,TVC → DFW → MEM,TVC,MEM,0.3553,ELEVATED
437,AUS → DFW → OMA,AUS,OMA,0.3553,ELEVATED
438,XNA → DFW → ATL,XNA,ATL,0.3549,ELEVATED
439,TPA → DFW → GUC,TPA,GUC,0.3549,ELEVATED
440,EYW → DFW → PDX,EYW,PDX,0.3547,ELEVATED
441,RDU → DFW → DTW,RDU,DTW,0.3546,ELEVATED
442,STL → DFW → RSW,STL,RSW,0.3545,ELEVATED
443,GSP → DFW → RIC,GSP,RIC,0.3542,ELEVATED
444,CVG → DFW → MSY,CVG,MSY,0.3541,ELEVATED
445,OKC → DFW → GUC,OKC,GUC,0.3539,ELEVATED
446,EYW → DFW → EUG,EYW,EUG,0.3536,ELEVATED
447,ALB → DFW → MFE,ALB,MFE,0.3535,ELEVATED
448,AUS → DFW → DAB,AUS,DAB,0.3534,ELEVATED
449,CID → DFW → LIT,CID,LIT,0.3532,ELEVATED
450,CAE → DFW → VPS,CAE,VPS,0.3528,ELEVATED
451,EWR → DFW → ALB,EWR,ALB,0.3528,ELEVATED
452,BHM → DFW → CAE,BHM,CAE,0.3528,ELEVATED
453,GSO → DFW → PHL,GSO,PHL,0.3527,ELEVATED
454,SDF → DFW → HNL,SDF,HNL,0.3527,ELEVATED
455,HDN → DFW → BUR,HDN,BUR,0.3522,ELEVATED
456,EUG → DFW → LEX,EUG,LEX,0.3522,ELEVATED
457,VPS → DFW → ORD,VPS,ORD,0.352,ELEVATED
458,LGA → DFW → MSY,LGA,MSY,0.3517,ELEVATED
459,ORD → DFW → TUL,ORD,TUL,0.3515,ELEVATED
460,TUS → DFW → ECP,TUS,ECP,0.3514,ELEVATED
461,PHL → DFW → ORD,PHL,ORD,0.3512,ELEVATED
462,TVC → DFW → MSY,TVC,MSY,0.3509,ELEVATED
463,MCO → DFW → ECP,MCO,ECP,0.3507,ELEVATED
464,BZN → DFW → HNL,BZN,HNL,0.3502,ELEVATED
465,MCO → DFW → STS,MCO,STS,0.3501,ELEVATED
466,DTW → DFW → BFL,DTW,BFL,0.35,ELEVATED
467,EYW → DFW → GEG,EYW,GEG,0.3499,ELEVATED
468,BHM → DFW → AUS,BHM,AUS,0.3497,ELEVATED
469,AMA → DFW → HNL,AMA,HNL,0.3497,ELEVATED
470,JFK → DFW → PDX,JFK,PDX,0.3496,ELEVATED
471,GSO → DFW → ATL,GSO,ATL,0.3494,ELEVATED
472,CHS → DFW → SAV,CHS,SAV,0.3494,ELEVATED
473,MIA → DFW → SMF,MIA,SMF,0.3491,ELEVATED
474,GSP → DFW → OKC,GSP,OKC,0.349,ELEVATED
475,HDN → DFW → MDT,HDN,MDT,0.3488,ELEVATED
476,MRY → DFW → AUS,MRY,AUS,0.3487,ELEVATED
477,LGA → DFW → BFL,LGA,BFL,0.3484,ELEVATED
478,CLE → DFW → ICT,CLE,ICT,0.3484,ELEVATED
479,XNA → DFW → DTW,XNA,DTW,0.3484,ELEVATED
480,GSO → DFW → MEM,GSO,MEM,0.3483,ELEVATED
481,SDF → DFW → PHL,SDF,PHL,0.3482,ELEVATED
482,JFK → DFW → MEM,JFK,MEM,0.3481,ELEVATED
483,ILM → DFW → ECP,ILM,ECP,0.348,ELEVATED
484,TUS → DFW → CID,TUS,CID,0.3478,ELEVATED
485,LEX → DFW → SAV,LEX,SAV,0.3477,ELEVATED
486,MRY → DFW → ECP,MRY,ECP,0.3477,ELEVATED
487,RDU → DFW → HNL,RDU,HNL,0.3476,ELEVATED
488,BZN → DFW → PDX,BZN,PDX,0.3475,ELEVATED
489,CAE → DFW → ALB,CAE,ALB,0.3475,ELEVATED
490,DSM → DFW → MSY,DSM,MSY,0.3474,ELEVATED
491,EYW → DFW → MCI,EYW,MCI,0.3471,ELEVATED
492,JAC → DFW → HNL,JAC,HNL,0.3471,ELEVATED
493,SAV → DFW → OKC,SAV,OKC,0.3471,ELEVATED
494,RDU → DFW → JFK,RDU,JFK,0.347,ELEVATED
495,AUS → DFW → BHM,AUS,BHM,0.347,ELEVATED
496,SRQ → DFW → JFK,SRQ,JFK,0.3469,ELEVATED
497,EWR → DFW → GUC,EWR,GUC,0.3468,ELEVATED
498,GSO → DFW → BUR,GSO,BUR,0.3468,ELEVATED
499,MIA → DFW → LBB,MIA,LBB,0.3466,ELEVATED
500,CID → DFW → SLC,CID,SLC,0.3462,ELEVATED
501,LGA → DFW → PHL,LGA,PHL,0.3459,ELEVATED
502,JFK → DFW → HNL,JFK,HNL,0.3459,ELEVATED
503,SDF → DFW → ICT,SDF,ICT,0.3459,ELEVATED
504,AMA → DFW → SAN,AMA,SAN,0.3458,ELEVATED
505,EUG → DFW → SLC,EUG,SLC,0.3458,ELEVATED
506,RSW → DFW → EWR,RSW,EWR,0.3457,ELEVATED
507,GSO → DFW → LEX,GSO,LEX,0.3457,ELEVATED
508,MFE → DFW → SAT,MFE,SAT,0.3457,ELEVATED
509,HDN → DFW → OKC,HDN,OKC,0.3455,ELEVATED
510,GSO → DFW → HNL,GSO,HNL,0.3454,ELEVATED
511,ILM → DFW → MFE,ILM,MFE,0.3454,ELEVATED
512,CLT → DFW → BFL,CLT,BFL,0.3453,ELEVATED
513,OMA → DFW → GUC,OMA,GUC,0.3453,ELEVATED
514,CAE → DFW → EUG,CAE,EUG,0.3452,ELEVATED
515,HDN → DFW → ELP,HDN,ELP,0.3451,ELEVATED
516,EYW → DFW → PSP,EYW,PSP,0.3451,ELEVATED
517,EWR → DFW → GSP,EWR,GSP,0.3451,ELEVATED
518,EGE → DFW → TUL,EGE,TUL,0.3451,ELEVATED
519,ICT → DFW → RIC,ICT,RIC,0.3446,ELEVATED
520,TVC → DFW → PDX,TVC,PDX,0.3446,ELEVATED
521,CAE → DFW → EGE,CAE,EGE,0.3444,ELEVATED
522,EUG → DFW → IAH,EUG,IAH,0.3442,ELEVATED
523,XNA → DFW → PHL,XNA,PHL,0.3441,ELEVATED
524,BZN → DFW → ATL,BZN,ATL,0.3441,ELEVATED
525,TPA → DFW → LIT,TPA,LIT,0.3441,ELEVATED
526,JFK → DFW → SLC,JFK,SLC,0.344,ELEVATED
527,XNA → DFW → DEN,XNA,DEN,0.344,ELEVATED
528,AMA → DFW → PHL,AMA,PHL,0.3438,ELEVATED
529,MEM → DFW → IAH,MEM,IAH,0.3437,ELEVATED
530,JFK → DFW → MKE,JFK,MKE,0.3436,ELEVATED
531,LGA → DFW → MEM,LGA,MEM,0.3436,ELEVATED
532,PNS → DFW → BHM,PNS,BHM,0.3434,ELEVATED
533,MCO → DFW → SMF,MCO,SMF,0.3434,ELEVATED
534,BZN → DFW → SAN,BZN,SAN,0.3433,ELEVATED
535,CLT → DFW → LIT,CLT,LIT,0.3433,ELEVATED
536,LGA → DFW → RIC,LGA,RIC,0.3433,ELEVATED
537,DCA → DFW → ICT,DCA,ICT,0.3433,ELEVATED
538,EUG → DFW → OKC,EUG,OKC,0.3431,ELEVATED
539,FSD → DFW → ORD,FSD,ORD,0.343,ELEVATED
540,GRR → DFW → SAV,GRR,SAV,0.343,ELEVATED
541,CLT → DFW → PHL,CLT,PHL,0.3428,ELEVATED
542,MRY → DFW → GRR,MRY,GRR,0.3425,ELEVATED
543,EWR → DFW → MFE,EWR,MFE,0.3425,ELEVATED
544,HDN → DFW → OMA,HDN,OMA,0.3424,ELEVATED
545,SYR → DFW → RSW,SYR,RSW,0.3422,ELEVATED
546,LGA → DFW → HNL,LGA,HNL,0.3422,ELEVATED
547,LGA → DFW → CMH,LGA,CMH,0.3422,ELEVATED
548,BUF → DFW → GUC,BUF,GUC,0.3421,ELEVATED
549,EYW → DFW → ATL,EYW,ATL,0.3421,ELEVATED
550,IAH → DFW → GUC,IAH,GUC,0.3421,ELEVATED
551,EYW → DFW → SYR,EYW,SYR,0.3419,ELEVATED
552,EYW → DFW → MFE,EYW,MFE,0.3418,ELEVATED
553,JFK → DFW → PHX,JFK,PHX,0.3416,ELEVATED
554,MCO → DFW → SFO,MCO,SFO,0.3415,ELEVATED
555,LIT → DFW → SAV,LIT,SAV,0.3412,ELEVATED
556,BZN → DFW → PHL,BZN,PHL,0.3411,ELEVATED
557,XNA → DFW → LGA,XNA,LGA,0.3411,ELEVATED
558,IND → DFW → JFK,IND,JFK,0.341,ELEVATED
559,ORD → DFW → MCI,ORD,MCI,0.341,ELEVATED
560,AVL → DFW → PHL,AVL,PHL,0.341,ELEVATED
561,GSP → DFW → RSW,GSP,RSW,0.3408,ELEVATED
562,DSM → DFW → CMH,DSM,CMH,0.3406,ELEVATED
563,CAE → DFW → OMA,CAE,OMA,0.3404,ELEVATED
564,TVC → DFW → SLC,TVC,SLC,0.3404,ELEVATED
565,SAV → DFW → SAN,SAV,SAN,0.3404,ELEVATED
566,LEX → DFW → ICT,LEX,ICT,0.3404,ELEVATED
567,ALB → DFW → JAC,ALB,JAC,0.3404,ELEVATED
568,LGA → DFW → SAV,LGA,SAV,0.34,ELEVATED
569,ELP → DFW → MDT,ELP,MDT,0.34,ELEVATED
570,JFK → DFW → FSD,JFK,FSD,0.3399,ELEVATED
571,AMA → DFW → EWR,AMA,EWR,0.3396,ELEVATED
572,EWR → DFW → BHM,EWR,BHM,0.3395,ELEVATED
573,PNS → DFW → LEX,PNS,LEX,0.3395,ELEVATED
574,BZN → DFW → ORD,BZN,ORD,0.3393,ELEVATED
575,JAC → DFW → MSY,JAC,MSY,0.339,ELEVATED
576,JFK → DFW → EUG,JFK,EUG,0.339,ELEVATED
577,MIA → DFW → SFO,MIA,SFO,0.3388,ELEVATED
578,BWI → DFW → LIT,BWI,LIT,0.3387,ELEVATED
579,PDX → DFW → SAV,PDX,SAV,0.3387,ELEVATED
580,JAC → DFW → MEM,JAC,MEM,0.3387,ELEVATED
581,AUS → DFW → JAC,AUS,JAC,0.3384,ELEVATED
582,EWR → DFW → EGE,EWR,EGE,0.3384,ELEVATED
583,GSP → DFW → BUR,GSP,BUR,0.3383,ELEVATED
584,MCO → DFW → GUC,MCO,GUC,0.3382,ELEVATED
585,AVL → DFW → PHX,AVL,PHX,0.3382,ELEVATED
586,CAE → DFW → RIC,CAE,RIC,0.3382,ELEVATED
587,JFK → DFW → SJU,JFK,SJU,0.3381,ELEVATED
588,EUG → DFW → ELP,EUG,ELP,0.3381,ELEVATED
589,SYR → DFW → MFE,SYR,MFE,0.3381,ELEVATED
590,TYS → DFW → GUC,TYS,GUC,0.3378,ELEVATED
591,PNS → DFW → RSW,PNS,RSW,0.3378,ELEVATED
592,XNA → DFW → BOS,XNA,BOS,0.3378,ELEVATED
593,JFK → DFW → IAD,JFK,IAD,0.3376,ELEVATED
594,HDN → DFW → ALB,HDN,ALB,0.3375,ELEVATED
595,DCA → DFW → SJU,DCA,SJU,0.3375,ELEVATED
596,HDN → DFW → RIC,HDN,RIC,0.3373,ELEVATED
597,MFE → DFW → MSN,MFE,MSN,0.3369,ELEVATED
598,TVC → DFW → BHM,TVC,BHM,0.3369,ELEVATED
599,BNA → DFW → LIT,BNA,LIT,0.3368,ELEVATED
600,EYW → DFW → FSD,EYW,FSD,0.3368,ELEVATED
601,RSW → DFW → HNL,RSW,HNL,0.3367,ELEVATED
602,STL → DFW → ECP,STL,ECP,0.3366,ELEVATED
603,EYW → DFW → STS,EYW,STS,0.3365,ELEVATED
604,MIA → DFW → MEM,MIA,MEM,0.3365,ELEVATED
605,XNA → DFW → FLL,XNA,FLL,0.3363,ELEVATED
606,GSO → DFW → LIT,GSO,LIT,0.3362,ELEVATED
607,CLT → DFW → GSP,CLT,GSP,0.3362,ELEVATED
608,XNA → DFW → BHM,XNA,BHM,0.3359,ELEVATED
609,LGA → DFW → ATL,LGA,ATL,0.3359,ELEVATED
610,LAX → DFW → LEX,LAX,LEX,0.3355,ELEVATED
611,GRR → DFW → CID,GRR,CID,0.3354,ELEVATED
612,LIT → DFW → MFE,LIT,MFE,0.3354,ELEVATED
613,BDL → DFW → JFK,BDL,JFK,0.3353,ELEVATED
614,MSN → DFW → HNL,MSN,HNL,0.3353,ELEVATED
615,ICT → DFW → BUR,ICT,BUR,0.3352,ELEVATED
616,AUS → DFW → MSN,AUS,MSN,0.3351,ELEVATED
617,OKC → DFW → SAV,OKC,SAV,0.3351,ELEVATED
618,ORD → DFW → FSD,ORD,FSD,0.335,ELEVATED
619,AUS → DFW → SYR,AUS,SYR,0.3349,ELEVATED
620,PDX → DFW → JFK,PDX,JFK,0.3348,ELEVATED
621,CMH → DFW → SAV,CMH,SAV,0.3347,ELEVATED
622,SYR → DFW → ALB,SYR,ALB,0.3347,ELEVATED
623,FSD → DFW → SAV,FSD,SAV,0.3342,ELEVATED
624,AMA → DFW → SJU,AMA,SJU,0.3341,ELEVATED
625,TVC → DFW → STS,TVC,STS,0.334,ELEVATED
626,MRY → DFW → ICT,MRY,ICT,0.334,ELEVATED
627,CLT → DFW → ATL,CLT,ATL,0.3339,ELEVATED
628,PSP → DFW → SAV,PSP,SAV,0.3338,ELEVATED
629,HDN → DFW → HNL,HDN,HNL,0.3336,ELEVATED
630,JFK → DFW → BWI,JFK,BWI,0.3336,ELEVATED
631,HDN → DFW → AUS,HDN,AUS,0.3335,ELEVATED
632,RDU → DFW → LGA,RDU,LGA,0.3335,ELEVATED
633,MCO → DFW → PHL,MCO,PHL,0.3333,ELEVATED
634,AVL → DFW → ATL,AVL,ATL,0.3333,ELEVATED
635,DAB → DFW → SAV,DAB,SAV,0.3332,ELEVATED
636,EYW → DFW → IAD,EYW,IAD,0.3331,ELEVATED
637,CID → DFW → BOS,CID,BOS,0.333,ELEVATED
638,SAT → DFW → SAV,SAT,SAV,0.333,ELEVATED
639,JFK → DFW → PSP,JFK,PSP,0.333,ELEVATED
640,LAX → DFW → CMH,LAX,CMH,0.333,ELEVATED
641,CLE → DFW → PHL,CLE,PHL,0.3322,ELEVATED
642,EWR → DFW → AMA,EWR,AMA,0.3322,ELEVATED
643,SBP → DFW → HNL,SBP,HNL,0.3321,ELEVATED
644,PNS → DFW → SYR,PNS,SYR,0.3318,ELEVATED
645,BZN → DFW → SAV,BZN,SAV,0.3318,ELEVATED
646,SAN → DFW → ORD,SAN,ORD,0.3317,ELEVATED
647,ALB → DFW → MSN,ALB,MSN,0.3316,ELEVATED
648,JAC → DFW → ICT,JAC,ICT,0.3314,ELEVATED
649,ANC → DFW → SAV,ANC,SAV,0.3314,ELEVATED
650,CID → DFW → BHM,CID,BHM,0.3314,ELEVATED
651,JFK → DFW → ATL,JFK,ATL,0.3312,ELEVATED
652,MRY → DFW → TUL,MRY,TUL,0.3312,ELEVATED
653,CAE → DFW → ABQ,CAE,ABQ,0.331,ELEVATED
654,EWR → DFW → SMF,EWR,SMF,0.3309,ELEVATED
655,OMA → DFW → IAH,OMA,IAH,0.3307,ELEVATED
656,LGA → DFW → FSD,LGA,FSD,0.3306,ELEVATED
657,TPA → DFW → BFL,TPA,BFL,0.3306,ELEVATED
658,HDN → DFW → TUL,HDN,TUL,0.3305,ELEVATED
659,RIC → DFW → BHM,RIC,BHM,0.3305,ELEVATED
660,TPA → DFW → IAH,TPA,IAH,0.3305,ELEVATED
661,JFK → DFW → DEN,JFK,DEN,0.3305,ELEVATED
662,CLT → DFW → MSY,CLT,MSY,0.3304,ELEVATED
663,SAN → DFW → SAV,SAN,SAV,0.3304,ELEVATED
664,RSW → DFW → ELP,RSW,ELP,0.3304,ELEVATED
665,ATL → DFW → GUC,ATL,GUC,0.3304,ELEVATED
666,GSO → DFW → BHM,GSO,BHM,0.3303,ELEVATED
667,PDX → DFW → ICT,PDX,ICT,0.3302,ELEVATED
668,CLE → DFW → HNL,CLE,HNL,0.3301,ELEVATED
669,TUS → DFW → SAV,TUS,SAV,0.33,ELEVATED
670,SAV → DFW → ORD,SAV,ORD,0.33,ELEVATED
671,MSN → DFW → PHL,MSN,PHL,0.3296,ELEVATED
672,AGS → DFW → CID,AGS,CID,0.3295,ELEVATED
673,EYW → DFW → CLT,EYW,CLT,0.3294,ELEVATED
674,GSO → DFW → TUL,GSO,TUL,0.3294,ELEVATED
675,LAX → DFW → MSY,LAX,MSY,0.3293,ELEVATED
676,EGE → DFW → SLC,EGE,SLC,0.3293,ELEVATED
677,TPA → DFW → SFO,TPA,SFO,0.3291,ELEVATED
678,CLT → DFW → MKE,CLT,MKE,0.3291,ELEVATED
679,RDU → DFW → BOS,RDU,BOS,0.3291,ELEVATED
680,LAX → DFW → OMA,LAX,OMA,0.329,ELEVATED
681,JFK → DFW → TPA,JFK,TPA,0.3289,ELEVATED
682,MEM → DFW → ORD,MEM,ORD,0.3288,ELEVATED
683,LGA → DFW → ANC,LGA,ANC,0.3287,ELEVATED
684,EWR → DFW → ANC,EWR,ANC,0.3286,ELEVATED
685,GSO → DFW → ORD,GSO,ORD,0.3284,ELEVATED
686,ORD → DFW → DSM,ORD,DSM,0.3283,ELEVATED
687,BWI → DFW → IAH,BWI,IAH,0.3283,ELEVATED
688,DEN → DFW → ECP,DEN,ECP,0.3282,ELEVATED
689,SYR → DFW → EYW,SYR,EYW,0.3281,ELEVATED
690,PHL → DFW → IAH,PHL,IAH,0.3281,ELEVATED
691,SRQ → DFW → BOS,SRQ,BOS,0.3279,ELEVATED
692,BZN → DFW → SFO,BZN,SFO,0.3278,ELEVATED
693,SDF → DFW → SJU,SDF,SJU,0.3277,ELEVATED
694,CAE → DFW → EYW,CAE,EYW,0.3274,ELEVATED
695,CHS → DFW → ICT,CHS,ICT,0.3273,ELEVATED
696,RDU → DFW → SFO,RDU,SFO,0.3272,ELEVATED
697,ELP → DFW → SJU,ELP,SJU,0.3269,ELEVATED
698,EUG → DFW → AUS,EUG,AUS,0.3266,ELEVATED
699,CLT → DFW → SAN,CLT,SAN,0.3265,ELEVATED
700,GSO → DFW → JAX,GSO,JAX,0.3265,ELEVATED
701,CLE → DFW → ORD,CLE,ORD,0.3264,ELEVATED
702,SYR → DFW → BUR,SYR,BUR,0.3263,ELEVATED
703,LGA → DFW → CID,LGA,CID,0.3261,ELEVATED
704,JAC → DFW → GUC,JAC,GUC,0.3259,ELEVATED
705,HDN → DFW → LIT,HDN,LIT,0.3259,ELEVATED
706,JAC → DFW → ATL,JAC,ATL,0.3259,ELEVATED
707,CAE → DFW → LAX,CAE,LAX,0.3258,ELEVATED
708,SAT → DFW → MSY,SAT,MSY,0.3257,ELEVATED
709,TVC → DFW → PHL,TVC,PHL,0.3257,ELEVATED
710,JFK → DFW → DTW,JFK,DTW,0.3256,ELEVATED
711,EYW → DFW → LAX,EYW,LAX,0.3256,ELEVATED
712,CLT → DFW → HNL,CLT,HNL,0.3255,ELEVATED
713,DTW → DFW → SJU,DTW,SJU,0.3255,ELEVATED
714,SYR → DFW → ELP,SYR,ELP,0.3254,ELEVATED
715,MSY → DFW → LIT,MSY,LIT,0.3253,ELEVATED
716,STL → DFW → SAT,STL,SAT,0.3253,ELEVATED
717,AUS → DFW → SNA,AUS,SNA,0.3252,ELEVATED
718,MRY → DFW → MSY,MRY,MSY,0.3249,ELEVATED
719,BWI → DFW → ATL,BWI,ATL,0.3249,ELEVATED
720,PHL → DFW → OKC,PHL,OKC,0.3247,ELEVATED
721,LAX → DFW → SMF,LAX,SMF,0.3247,ELEVATED
722,EYW → DFW → CHS,EYW,CHS,0.3246,ELEVATED
723,CLT → DFW → CMH,CLT,CMH,0.3246,ELEVATED
724,TUS → DFW → ELP,TUS,ELP,0.3246,ELEVATED
725,RIC → DFW → EWR,RIC,EWR,0.3244,ELEVATED
726,EWR → DFW → XNA,EWR,XNA,0.3244,ELEVATED
727,DSM → DFW → CID,DSM,CID,0.3243,ELEVATED
728,CLT → DFW → LBB,CLT,LBB,0.3242,ELEVATED
729,ICT → DFW → TUL,ICT,TUL,0.3242,ELEVATED
730,DCA → DFW → LIT,DCA,LIT,0.3242,ELEVATED
731,JAC → DFW → CMH,JAC,CMH,0.3241,ELEVATED
732,SAT → DFW → ECP,SAT,ECP,0.3241,ELEVATED
733,ORD → DFW → ATL,ORD,ATL,0.3241,ELEVATED
734,XNA → DFW → MEM,XNA,MEM,0.3239,ELEVATED
735,EUG → DFW → LAS,EUG,LAS,0.3238,ELEVATED
736,CVG → DFW → FSD,CVG,FSD,0.3238,ELEVATED
737,RIC → DFW → ORD,RIC,ORD,0.3237,ELEVATED
738,CVG → DFW → LIT,CVG,LIT,0.3237,ELEVATED
739,MFE → DFW → CLE,MFE,CLE,0.3237,ELEVATED
740,EUG → DFW → BOS,EUG,BOS,0.3237,ELEVATED
741,VPS → DFW → SJU,VPS,SJU,0.3237,ELEVATED
742,TVC → DFW → HNL,TVC,HNL,0.3236,ELEVATED
743,XNA → DFW → SFO,XNA,SFO,0.3234,ELEVATED
744,TVC → DFW → CID,TVC,CID,0.3233,ELEVATED
745,EGE → DFW → BOS,EGE,BOS,0.3233,ELEVATED
746,SAN → DFW → MSY,SAN,MSY,0.3233,ELEVATED
747,JFK → DFW → SMF,JFK,SMF,0.3232,ELEVATED
748,BWI → DFW → HNL,BWI,HNL,0.3232,ELEVATED
749,DSM → DFW → GUC,DSM,GUC,0.3232,ELEVATED
750,BWI → DFW → SAN,BWI,SAN,0.323,ELEVATED
751,LAX → DFW → STS,LAX,STS,0.323,ELEVATED
752,EWR → DFW → MEM,EWR,MEM,0.323,ELEVATED
753,TUS → DFW → BUR,TUS,BUR,0.323,ELEVATED
754,BDL → DFW → HNL,BDL,HNL,0.3229,ELEVATED
755,EWR → DFW → LEX,EWR,LEX,0.3226,ELEVATED
756,EYW → DFW → DTW,EYW,DTW,0.3224,ELEVATED
757,MRY → DFW → JAX,MRY,JAX,0.3223,ELEVATED
758,MKE → DFW → LGA,MKE,LGA,0.3221,ELEVATED
759,FSD → DFW → ALB,FSD,ALB,0.3221,ELEVATED
760,ALB → DFW → CVG,ALB,CVG,0.3221,ELEVATED
761,STS → DFW → SAV,STS,SAV,0.322,ELEVATED
762,ORD → DFW → SFO,ORD,SFO,0.322,ELEVATED
763,MSO → DFW → ECP,MSO,ECP,0.322,ELEVATED
764,RDU → DFW → FLL,RDU,FLL,0.3219,ELEVATED
765,SRQ → DFW → LGA,SRQ,LGA,0.3217,ELEVATED
766,BZN → DFW → MEM,BZN,MEM,0.3217,ELEVATED
767,RIC → DFW → IAH,RIC,IAH,0.3215,ELEVATED
768,MCO → DFW → OKC,MCO,OKC,0.3214,ELEVATED
769,AGS → DFW → ECP,AGS,ECP,0.3214,ELEVATED
770,AMA → DFW → SFO,AMA,SFO,0.3214,ELEVATED
771,ICT → DFW → EYW,ICT,EYW,0.3213,ELEVATED
772,SAV → DFW → DSM,SAV,DSM,0.3213,ELEVATED
773,CAE → DFW → LEX,CAE,LEX,0.3213,ELEVATED
774,GSP → DFW → SAT,GSP,SAT,0.3213,ELEVATED
775,TUS → DFW → OMA,TUS,OMA,0.3212,ELEVATED
776,ELP → DFW → ALB,ELP,ALB,0.3211,ELEVATED
777,JFK → DFW → DSM,JFK,DSM,0.321,ELEVATED
778,CLT → DFW → IAH,CLT,IAH,0.321,ELEVATED
779,MCO → DFW → SDF,MCO,SDF,0.3209,ELEVATED
780,JAC → DFW → PHX,JAC,PHX,0.3209,ELEVATED
781,EYW → DFW → MKE,EYW,MKE,0.3207,ELEVATED
782,DTW → DFW → ORD,DTW,ORD,0.3206,ELEVATED
783,EYW → DFW → MSN,EYW,MSN,0.3204,ELEVATED
784,ORD → DFW → MKE,ORD,MKE,0.3204,ELEVATED
785,ALB → DFW → RSW,ALB,RSW,0.3204,ELEVATED
786,MCO → DFW → GSP,MCO,GSP,0.3203,ELEVATED
787,LGA → DFW → MKE,LGA,MKE,0.3203,ELEVATED
788,IAH → DFW → ICT,IAH,ICT,0.3202,ELEVATED
789,BHM → DFW → ORF,BHM,ORF,0.3199,ELEVATED
790,SRQ → DFW → SLC,SRQ,SLC,0.3199,ELEVATED
791,GSO → DFW → DEN,GSO,DEN,0.3198,ELEVATED
792,MSY → DFW → ORD,MSY,ORD,0.3197,ELEVATED
793,DAB → DFW → SLC,DAB,SLC,0.3196,ELEVATED
794,BWI → DFW → SFO,BWI,SFO,0.3196,ELEVATED
795,MFE → DFW → ICT,MFE,ICT,0.3196,ELEVATED
796,RDU → DFW → ATL,RDU,ATL,0.3194,ELEVATED
797,OKC → DFW → SJU,OKC,SJU,0.3194,ELEVATED
798,ICT → DFW → ORD,ICT,ORD,0.3193,ELEVATED
799,HDN → DFW → ICT,HDN,ICT,0.3192,ELEVATED
800,MSN → DFW → ORD,MSN,ORD,0.3192,ELEVATED
801,BWI → DFW → PHL,BWI,PHL,0.3191,ELEVATED
802,ORD → DFW → OKC,ORD,OKC,0.3191,ELEVATED
803,OMA → DFW → ORD,OMA,ORD,0.319,ELEVATED
804,GSO → DFW → SAN,GSO,SAN,0.319,ELEVATED
805,GSP → DFW → EUG,GSP,EUG,0.3189,ELEVATED
806,BZN → DFW → CMH,BZN,CMH,0.3188,ELEVATED
807,CLT → DFW → ALB,CLT,ALB,0.3187,ELEVATED
808,CAE → DFW → DAB,CAE,DAB,0.3187,ELEVATED
809,DCA → DFW → ORD,DCA,ORD,0.3186,ELEVATED
810,BZN → DFW → DTW,BZN,DTW,0.3185,ELEVATED
811,MSY → DFW → SLC,MSY,SLC,0.3184,ELEVATED
812,CAE → DFW → SAT,CAE,SAT,0.3183,ELEVATED
813,CLT → DFW → MDT,CLT,MDT,0.3182,ELEVATED
814,EYW → DFW → OMA,EYW,OMA,0.3182,ELEVATED
815,MYR → DFW → PHL,MYR,PHL,0.3182,ELEVATED
816,JFK → DFW → STT,JFK,STT,0.3182,ELEVATED
817,RSW → DFW → MFE,RSW,MFE,0.318,ELEVATED
818,EWR → DFW → SAV,EWR,SAV,0.3178,ELEVATED
819,RIC → DFW → LGA,RIC,LGA,0.3178,ELEVATED
820,LGA → DFW → OMA,LGA,OMA,0.3178,ELEVATED
821,TYS → DFW → SAV,TYS,SAV,0.3177,ELEVATED
822,AMA → DFW → DEN,AMA,DEN,0.3176,ELEVATED
823,CID → DFW → ATL,CID,ATL,0.3175,ELEVATED
824,OKC → DFW → MFE,OKC,MFE,0.3171,ELEVATED
825,PNS → DFW → SJU,PNS,SJU,0.317,ELEVATED
826,VPS → DFW → SAV,VPS,SAV,0.317,ELEVATED
827,AVL → DFW → MKE,AVL,MKE,0.3169,ELEVATED
828,JFK → DFW → BHM,JFK,BHM,0.3168,ELEVATED
829,EWR → DFW → SAN,EWR,SAN,0.3166,ELEVATED
830,BZN → DFW → GUC,BZN,GUC,0.3166,ELEVATED
831,CLT → DFW → GEG,CLT,GEG,0.3166,ELEVATED
832,AUS → DFW → BUR,AUS,BUR,0.3165,ELEVATED
